系别,年级,班级,学号,姓名,性别,出生年月日,专业,培养层次,学制,校区,必修成绩,选修成绩,二课成绩,创新创业成绩,总成绩
人文学院,2021,新闻002101,202104075,周磊芸,女,2005-12-02,新闻学,本科,4,雅安,90,62,74,81
人文学院,2021,新闻002101,202104180,忠军,男,2005-06-20,新闻学,本科,4,雅安,76,76,69,71
人文学院,2021,新闻002101,202104182,吕伟,女,2005-03-13,新闻学,本科,4,雅安,91,60,97,100
人文学院,2021,新闻002101,202104206,姜华伟,男,2003-09-13,新闻学,本科,4,雅安,72,72,68,92
人文学院,2021,新闻002101,202104224,李志,女,2005-05-22,新闻学,本科,4,雅安,93,84,93,84
人文学院,2021,新闻002101,202104268,周婷,女,2003-06-19,新闻学,本科,4,雅安,73,61,86,65
人文学院,2021,新闻002101,202104315,沈芸,男,2003-10-16,新闻学,本科,4,雅安,96,97,98,76
人文学院,2021,新闻002101,202104328,邓磊,女,2005-04-13,新闻学,本科,4,雅安,82,70,90,67
人文学院,2021,新闻002101,202104427,何国军,男,2004-10-04,新闻学,本科,4,雅安,82,68,69,74
人文学院,2021,新闻002101,202104441,陈晓,女,2003-12-09,新闻学,本科,4,雅安,74,65,95,68
人文学院,2021,新闻002101,202104509,谭志,男,2004-06-25,新闻学,本科,4,雅安,65,87,65,88
人文学院,2021,新闻002101,202104526,陈磊,男,2004-12-26,新闻学,本科,4,雅安,94,87,68,80
人文学院,2021,新闻002101,202104573,卫伟,女,2004-08-23,新闻学,本科,4,雅安,77,63,100,93
人文学院,2021,新闻002101,202104731,贾梅,男,2005-05-04,新闻学,本科,4,雅安,74,79,60,73
人文学院,2021,新闻002101,202104745,严文,男,2004-03-26,新闻学,本科,4,雅安,65,91,91,76
人文学院,2021,新闻002101,202104769,张龙,男,2004-06-04,新闻学,本科,4,雅安,77,84,64,72
人文学院,2021,新闻002101,202104797,钟婷,男,2003-08-30,新闻学,本科,4,雅安,88,95,71,89
人文学院,2021,新闻002101,202104812,阮芸,女,2005-05-29,新闻学,本科,4,雅安,71,76,82,99
人文学院,2021,新闻002101,202104817,秦华红,男,2003-07-23,新闻学,本科,4,雅安,95,90,67,88
人文学院,2021,新闻002101,202104888,彭平,女,2005-12-04,新闻学,本科,4,雅安,75,62,91,82
人文学院,2021,新闻002102,202104005,忠林军,女,2003-02-01,新闻学,本科,4,雅安,61,100,66,93
人文学院,2021,新闻002102,202104058,尤婷,男,2005-01-13,新闻学,本科,4,雅安,97,91,74,77
人文学院,2021,新闻002102,202104132,吴娟,男,2003-06-10,新闻学,本科,4,雅安,86,86,85,66
人文学院,2021,新闻002102,202104146,沈志,男,2005-05-06,新闻学,本科,4,雅安,89,75,86,74
人文学院,2021,新闻002102,202104169,曹平,女,2005-12-30,新闻学,本科,4,雅安,84,70,92,100
人文学院,2021,新闻002102,202104172,施文,男,2004-11-24,新闻学,本科,4,雅安,74,66,62,91
人文学院,2021,新闻002102,202104212,贾平,女,2003-04-16,新闻学,本科,4,雅安,75,75,62,95
人文学院,2021,新闻002102,202104300,许永,男,2003-06-30,新闻学,本科,4,雅安,73,78,98,80
人文学院,2021,新闻002102,202104329,李国,女,2004-02-07,新闻学,本科,4,雅安,86,91,73,63
人文学院,2021,新闻002102,202104350,沈龙齐,男,2003-07-21,新闻学,本科,4,雅安,78,89,77,90
人文学院,2021,新闻002102,202104372,冉国,男,2004-09-27,新闻学,本科,4,雅安,99,72,65,83
人文学院,2021,新闻002102,202104412,施永,男,2005-06-10,新闻学,本科,4,雅安,68,82,77,69
人文学院,2021,新闻002102,202104525,杨文,女,2005-11-15,新闻学,本科,4,雅安,92,76,60,66
人文学院,2021,新闻002102,202104665,钟建强,男,2004-12-13,新闻学,本科,4,雅安,81,62,65,82
人文学院,2021,新闻002102,202104685,熊梅强,男,2005-07-22,新闻学,本科,4,雅安,92,75,63,100
人文学院,2021,新闻002102,202104696,吕龙静,女,2004-12-27,新闻学,本科,4,雅安,67,81,89,60
人文学院,2021,新闻002102,202104710,姜国芸,女,2004-08-09,新闻学,本科,4,雅安,100,77,80,89
人文学院,2021,新闻002102,202104802,贾芸伟,男,2005-01-13,新闻学,本科,4,雅安,73,88,80,90
人文学院,2021,新闻002102,202104856,阮永,女,2003-06-06,新闻学,本科,4,雅安,87,85,86,67
人文学院,2021,新闻002102,202104892,蒋玉,女,2005-04-02,新闻学,本科,4,雅安,70,87,85,64
人文学院,2021,新闻002102,202104902,李平,男,2004-08-09,新闻学,本科,4,雅安,86,71,63,72
人文学院,2021,新闻002102,202104910,阮丽,女,2004-07-31,新闻学,本科,4,雅安,61,90,79,66
人文学院,2021,新闻002102,202104913,金伟玉,女,2003-11-16,新闻学,本科,4,雅安,74,81,83,85
人文学院,2021,新闻002103,202104024,金志,女,2005-07-10,新闻学,本科,4,雅安,68,87,96,74
人文学院,2021,新闻002103,202104029,郑志,女,2003-05-18,新闻学,本科,4,雅安,63,86,73,99
人文学院,2021,新闻002103,202104051,石芸晓,女,2004-11-24,新闻学,本科,4,雅安,62,95,81,81
人文学院,2021,新闻002103,202104053,蒋梅,女,2003-11-11,新闻学,本科,4,雅安,72,68,84,82
人文学院,2021,新闻002103,202104131,石华国,男,2004-03-04,新闻学,本科,4,雅安,76,88,69,88
人文学院,2021,新闻002103,202104250,华永,女,2004-08-13,新闻学,本科,4,雅安,90,89,72,75
人文学院,2021,新闻002103,202104368,乐磊玉,男,2003-06-16,新闻学,本科,4,雅安,82,100,78,82
人文学院,2021,新闻002103,202104370,何林,男,2004-12-14,新闻学,本科,4,雅安,71,96,86,73
人文学院,2021,新闻002103,202104391,陆明静,男,2005-07-04,新闻学,本科,4,雅安,70,62,76,67
人文学院,2021,新闻002103,202104414,秦娟,女,2003-01-27,新闻学,本科,4,雅安,65,86,81,92
人文学院,2021,新闻002103,202104420,施婷玉,男,2004-09-05,新闻学,本科,4,雅安,88,95,100,92
人文学院,2021,新闻002103,202104460,朱芸,男,2005-05-03,新闻学,本科,4,雅安,88,78,93,69
人文学院,2021,新闻002103,202104533,冯明,女,2003-11-18,新闻学,本科,4,雅安,65,84,98,90
人文学院,2021,新闻002103,202104579,彭玉娟,男,2003-01-26,新闻学,本科,4,雅安,86,63,69,82
